ID,Tweet,Tweet_Padre,Violencia,Homofobia,Xenofobia,Incensurable,ID_Tweet_Padre
35.0,Esas son las  que no queremos en chile .," ESTO ES IMPRESIONANTE.  La extrema derecha con una mano siembra la xenofobia y con la otra cultiva el millón de votos venecos, votos a los que NO VAN A RENUNCIAR.  Al chileno medio se le viene el picx en el ojo más grande de la historia. Y merecido se lo tiene.",0,0,1,0,X
36.0,Veneco = ," ESTO ES IMPRESIONANTE.  La extrema derecha con una mano siembra la xenofobia y con la otra cultiva el millón de votos venecos, votos a los que NO VAN A RENUNCIAR.  Al chileno medio se le viene el picx en el ojo más grande de la historia. Y merecido se lo tiene.",0,0,1,0,X
37.0,"Venecos qliaos, desde que volvimos a la democracia se ha elegido por votación popular qliaos ignorantes, se creen lo que la derecha les vende.Los usan simios qliaos, los usan"," ESTO ES IMPRESIONANTE.  La extrema derecha con una mano siembra la xenofobia y con la otra cultiva el millón de votos venecos, votos a los que NO VAN A RENUNCIAR.  Al chileno medio se le viene el picx en el ojo más grande de la historia. Y merecido se lo tiene.",0,0,1,0,X
38.0,Terminará saliendo Kast o Kaiser por culpa de estos negros de mierda. Pero pasará lo mismo que con Trump. Los echara cagando a todos.," ESTO ES IMPRESIONANTE.  La extrema derecha con una mano siembra la xenofobia y con la otra cultiva el millón de votos venecos, votos a los que NO VAN A RENUNCIAR.  Al chileno medio se le viene el picx en el ojo más grande de la historia. Y merecido se lo tiene.",0,0,1,0,X
39.0,"Anda a pedir politicos a tu caga de pais, migrar no es un delito pero invadir SI  VENECOS  CULIAOS , VAYAN A EXIGIR A SU MIERDA DE PAIS, ESTOS MONOS CULIAOS NO ENTIENDEN Q NADIE EN EL MUNDO LOS QUIERE, MUERANSE DE UNA VEZ POR TODA",SinTweetPadre,0,0,1,0,
40.0,¿Está tu barrio entre los afectados?: Anuncian cortes de luz en sectores de 7 comunas de la Región Metropolitana para este jueves  https:// 5-cortes-de-luz-las-condes-las-florida-macul-siete-comunas-region-metropolitana-jueves-brk-22-05-2025.html …,SinTweetPadre,0,0,0,1,
41.0,"Váyanse mierda humana! Nadie los soporta, cochinos culiaooooooooooos!!!  #kenita   #ColoColo   #Venecos    #chvnoticias   #limache",SinTweetPadre,0,0,1,0,
42.0,Los votantes de Matthei y Desbordes. El futuro que se viene para Chile ," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
43.0,"Y seguro con derecho a voto o prontos a votar los ""angelitos""    @Claudia_Mix   @diputadobecker   @CatalinaPerezS   @camila_musante   @RUBENOYARZOF   @AstudilloDanisa   @DiputadoBerger   @Fernandoborquez   @jmfuenzalida   @cosme_mellado   @JoseMezaPereira   @joannaperezolea   @matiasramirezpa  @AbogadaTe"," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
44.0,Y carabineros muy ocupados en el desfile y sus ensayos. Las prioridades por el hoyo...," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
45.0,Gracias a él chamo desbordes santiago es de los venezolanos," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
46.0,Son los protegidos de desbordes," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
47.0,Q pena," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
48.0,"Los mismos Santiaguinos eligieron, así que disfruten lo votado."," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
49.0,: Jefes dirigiendo sus críminales desde Venezuela; según investigación y reportaje de TV Chilena. Pd: Ministerio de seguridad; brilla x su ausencia.," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
50.0,Nunca caminaste el centro... como que parque almagro a 3 cuadras de la moneda.. hasta para mentir no saben los fachitos," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
51.0,Yyy existe ése ministerio," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
52.0,Al ministerio de qué??," venecos del tren de Aragua se adueñaron del parque Almagro venden droga ,asaltan,secuestran personas inclusive han asesinado chilenos. todo a 4 cuadras de la Moneda después de las 7 pm se adueñan de todo el parque..avísenle al ministerio de seguridad!  @GabrielBoric   @Muni_Stgo",0,0,0,1,X
53.0,Ocupen drones con gas pimienta,Al ministerio de qué??,1,0,0,0,52
54.0,"La organización Amnistía Internacional pidió nuevamente al Gobierno dominicano detener las deportaciones masivas de  haitianos  indocumentados; además, calificó las medidas migratorias adoptadas por el país como racistas y violatorias de los Derechos Humanos.  Amplía esta y otras",SinTweetPadre,0,0,0,1,
55.0,El mismo modus operandi de las bandas Chaviztas. El otro producto que exportó el socialismo.,No queremos más venecos en Chile,0,0,1,0,56
56.0,No queremos más venecos en Chile,Repito: que puto asco  . Tienen algo decente para destacar estos engendros d Chávez?,0,0,1,0,X
57.0,Los chilenos y su obsesión con  no existe día que no nos nombren.,No queremos más venecos en Chile,0,0,0,1,56
58.0,"No era  venecos , estaban defendiendo a un bombero que falleció .",No queremos más venecos en Chile,0,0,0,1,56
59.0,"Tomarse las calles y pasar haciendo acrobacias en medio de otros conductores , es un riesgo para los demas que ocupan las vías  No me vengan con victimismo del monton de macacos en moto.",No queremos más venecos en Chile,0,0,1,0,56
60.0,Simios,No queremos más venecos en Chile,0,0,1,0,56
61.0,"No me gusta la forma de conducir (si es que se le puede decir así) de los venezolanos en moto, pero de ahí a que todo el que anda en moto sea venezolano estás respirando odio en vez de oxígeno",No queremos más venecos en Chile,0,0,0,1,56
62.0,"Banda de 70 venecos ataca vehículo municipal. Uno de los delincuentes murio tras el ataque al guardia municipal. El que con fuego juega, termina quemado",No queremos más venecos en Chile,1,0,0,0,56
63.0,"El que busca siempre encuentra , lamentable, pero se lo busco.",No queremos más venecos en Chile,1,0,0,0,56
64.0,"Mientras sigue el.buenismo o.huevonismo, seguiremos viendo que los "" invasores "" , ganen terreno con su incultura y desprecio.a nuestras autoridades del orden establecido. Es penoso ver como un manojo de "" visitas "", sigan con su cultura errada .",No queremos más venecos en Chile,0,0,1,0,56
65.0,"Son los políticos los que deciden por tí, y ellos quieren muchos más ",No queremos más venecos en Chile,0,0,0,1,56
66.0,Parece cualkier pais centro americano,No queremos más venecos en Chile,0,0,1,0,56
67.0,Compra y vende startups en LATAM.  Estamos creando el primer marketplace para micro-acquisitions en la región.  Adquiere o vende en menos de 90 días.    Únete al waitlist →  http:// ?twclid=2-5sq3lcw5ost6a2qke4cuht3yz,No queremos más venecos en Chile,0,0,0,1,56
68.0,Yo que vivo por ahí cerca te digo que estas competencias carreras de moto se dan casi todos los fines de semana más o menos a la hora de almuerzo  son millones que pasan por vespucio a todo lo que da y pueden provocar un tremendo accidente es una situación  súper irresponsable.,No queremos más venecos en Chile,0,0,0,1,56
69.0,Menos mal que a nadie le importa lo que ustedes quieren,No queremos más venecos en Chile,0,0,0,1,56
70.0,"Por si se te olvida , en tu sector quieren que voten …",No queremos más venecos en Chile,0,0,0,1,56
71.0,"Mafiosos en patota son valientes. ¡Delincuentes de  ! Váyanse a su basura de país con sus costumbres cavernicolas. Chile el mejor país de la región tomado por orcos. Somos distintos, decentes, trabajadores, tranquilos, si les molesta váyanse.",No queremos más venecos en Chile,0,0,1,0,56
72.0,"Jajaja amigo son más chilenos que los porotos. Entiendo tu malestar hacia la migración ilegal, y la comparto, pero no culpemos de todo a los Venecos. Hay que tener autocrítica. Saludos ",No queremos más venecos en Chile,0,0,0,1,56
73.0,El que dice lo mató concha de tu madre es chileno y se escuchan puros chilenos ahí y el reporte de prensa habla de que el que murió es chileno,No queremos más venecos en Chile,0,0,0,1,56
74.0,"Pero, eran todos chilenos, marihuanero suicida de mierda jajajaja",No queremos más venecos en Chile,1,0,0,0,56
75.0,"por aweonaos, si jugai con fuego te quemai por perkin",No queremos más venecos en Chile,1,0,0,0,56
76.0,"Durante la tarde de la jornada inaugural de las Jornadas Científicas, se presentaron exposiciones sobre enfermedades virales transmitidas por mosquitos, diagnóstico de laboratorio y transferencia tecnológica, además de enfermedades parasitarias emergentes y rol  en trasplante",No queremos más venecos en Chile,0,0,0,1,56
77.0,Bien muerto está esa basura antisocial,No queremos más venecos en Chile,1,0,0,0,56
78.0,Bien muerto el hdp,No queremos más venecos en Chile,1,0,0,0,56
79.0,Por eso no votar jamás por la derecha !,No queremos más venecos en Chile,0,0,0,1,56
80.0,"Eran chilenos no webeen, quedan como aweonaos",No queremos más venecos en Chile,0,0,0,1,56
81.0,"Mientras tanto que sean tontos útiles y le voten a la derecha nefasta, corrupta, ladrona, asesina y golpista....",No queremos más venecos en Chile,0,0,0,1,56
82.0,Y quién votara por la derecha,No queremos más venecos en Chile,0,0,0,1,56
83.0,A todos los aweonaos perkines que dicen que era chileno y bombero El bastardo maricón matón en moto ESTA BIEN MUERTO POR DELINCUENTE Y TRAIDOR EN ANDAR APATOTAO EN MOTO JUNTO A OTROS MARICONES EN MOTO DANDO JUGO ENLA CALLE bien muerto y se cago3 veces al morir,No queremos más venecos en Chile,1,0,0,0,56
84.0,"ese grupo de motoristas siempre hacen lo mismo, no es primera vez,  bloquean calles , no respetan las luces rojas, interrumpen el transito entre algunas cosas. tarde  o temprano iba a pasar algo así.",No queremos más venecos en Chile,0,0,0,1,56
85.0,Otro desinformado,No queremos más venecos en Chile,0,0,0,1,56
86.0,"Hablando enserio debe ser super frustrante ver cómo se roban en frente d tus narices a tu país. Pero uds no hacen nada más allá q llorar, tenían q sacarlos a coñazos desde un principio, entre todos echarles candela, fueron muy pasivos y ahora ya es muy tarde, ya se apropiaron ",No queremos más venecos en Chile,1,0,0,0,56
87.0,Como decia mi abuelo !!  Cada accion tiene una consecuencia !!  Yo hubiera hecho lo mismo que el funcionario o quizas peor,No queremos más venecos en Chile,1,0,0,0,56
88.0,A esos motociclistas hay que mandarlos a m a t a r … ya basta de gente basura en chile,No queremos más venecos en Chile,1,0,0,0,56
89.0,"Ya lo que tienes es un enamoramiento total. Se te sale por las costuras las mentiras y el amor que le tienes a los venezolanos, sueñas con ellos.",No queremos más venecos en Chile,0,0,0,1,56
90.0,"Amo esto, que se mueran todas esas maracas motoqueras que se creen que pueden andar hostigando tan cobardemente. BIEN MUERTOS ESTÁN.",No queremos más venecos en Chile,1,0,0,0,56
91.0,Venezolanos de mierda que se vayan de nuestro país estas basuras humanas,No queremos más venecos en Chile,0,0,1,0,56
92.0,".Oye  @canserbero73   Fue un bombero  de nacionalidad Chilena asesinado de un disparo  por un policia de la municipalidad. Te informo q gracias a los ""moto venecos"" pudo ser capturado",No queremos más venecos en Chile,0,0,0,1,56
93.0,HAY QUE TIRARLES BOLSAS DE ACEITE A ESAS MIERDAS SIN LICENCIA.,No queremos más venecos en Chile,1,0,0,0,56
94.0,Celebran que mataron a un bombero chileno que estaba en una caravana junto a otros ?,No queremos más venecos en Chile,0,0,0,1,56
95.0,Los fachos son tan fachos que creen que los motoristas en Chile solo son extranjeros. Weon matate ,No queremos más venecos en Chile,1,0,0,0,56
96.0,"tan dificil es dispararles a esos revoltosos de motos,harian un favor despareciendo un poco",No queremos más venecos en Chile,1,0,0,0,56
97.0,hora de salir a las calles a matar venekos,No queremos más venecos en Chile,1,0,0,0,56
98.0,No eran venezolanos.....informate,No queremos más venecos en Chile,0,0,0,1,56
99.0,Una lacra menos,No queremos más venecos en Chile,1,0,0,0,56
100.0,"Van por la legalization de la pedofilia, el ser ex humano debe extinguirce. Listo, es una orden!...-",SinTweetPadre,0,1,0,0,
101.0,Vos SOS un pedofilo. Preso deberías estar hijo de puta violador.,"|   EL MATRIMONIO HOMOSEXUAL NO EXISTE, SOLO EXISTE EL MATRIMONIO NATURAL ENTRE UN HOMBRE Y UNA MUJER",0,1,0,0,X
102.0,La misma hablada de los cursitos de sexo .... no son obligatorios .... El olor a caca gay debe ser algo especial ....,"La legalización del matrimonio homosexual NO lo hace obligatorio, solamente lo hace posible. Si usted es heterosexual, tranquilo: su derecho al matrimonio sigue igual... pero ahora el derecho también existe para personas homosexuales.  #MatrimonioIgualitario",0,1,0,0,X
103.0,"Verdadero homosexual, nace con esa ""imperfeccion"" y tienden a ser discretos. La perversion sexual es ilimitada y tiende a ser despravada, por ello, debe tener limitaciones; pues desvia normal desenvolvimiento de la sociedad. Dinero y algunos politicos lo proliferan. No es normal.","Uno de los comentarios criticando a los que estamos en contra de los actos homosexuales es el siguiente: ""¿Qué les molesta que dos personas se amen? Vivan y dejen vivir"".      Nadie está diciendo que dos personas homosexuales no sean libres de tener sexo y de juntarse. Nadie se los impide. Pero no nos pidan a nosotros que aprobemos la unión de esas dos personas. Ahí más bien son los LGBT quienes están queriendo imponernos a nosotros que su estilo de vida esta bien. Ustedes tienen derecho a amarse, nosotros tenemos derecho a decir que está mal.       Por otra parte, tenemos derecho a decir que NO TODO AMOR ES BUENO. Si un adulto de 45 años quiere ir a la cama con un niño de 5, eso se llama pedofilia, y ese tipo de amor no es bueno. Si un adulto quiere ir a la cama con un animal, ese tipo de amor no es bueno, porque el animal no es libre de amar (eso se llama bestialismo). De la misma manera, el amor entre dos homosexuales no es pleno por varios motivos:   a) No tienen órganos complementarios, por lo tanto es un amor estéril. Si bien hay parejas heterosexuales estériles, eso es debido a que uno de ellos (o los dos) padecen de una enfermedad. El ojo de por sí ve, a menos que sufra de la enfermedad de la ceguera. El hombre y la mujer, naturalmente tienen hijos, a menos que sufran la enfermedad de la esterilidad. El amor homosexual, de por si, es estéril ya que los órganos no son complementarios.   b) El acto sexual de los homosexuales, al buscarse solo el placer, utiliza al compañero sexual como instrumento masturbador, reduciéndolo a la categoría de un objeto. Es cierto que los heterosexuales también pueden utilizarse como instrumentos masturbardores al tener sexo solo por placer. Pero el hombre y la mujer tienen la posibilidad entregarse el uno al otro en su unión natural, ya que cuando verdaderamente persiguen el fin del matrimonio, no solo buscan el placer que les da el sexo, sino que buscan también estar abiertos al don de la vida (cosa que en los homosexuales, esto último está descartado)  c) podemos agregar también que si bien las parejas heterosexuales también se divorcian y fracasan, hay más fracasos entre las parejas homosexuales, ya que hay más promiscuidad entre estas últimas. Justamente, como se busca sexo solo por placer y la apertura al don de la vida humana está decartado de entrada; y al usarse mutuamente como objetos de placer venéreo, eso hace que uno no busque a la otra persona SINO EN TANTO Y CUANTO ME DE PLACER. Cuando esa persona ya no me satisface, me busco otra.       Esta probado (lean el libro ""atrapado en el cuerpo equivocado"" del Dr. Muñoz y ""el libro negro de la nueva izquierda"" de Laje y Marquez) que los homosexuales tienen más divorcios que los heterosexuales y la mayoría de ellos no dura más de un año con sus parejas. Y también en las parejas homosexuales hay mucha más infidelidad que en las heterosexuales, muchas más enfermedades sexuales, mucha más promiscuidad en todo sentido. En esos libros que mensioné están estos estudios.     Dicho esto, si dos homosexuales se quieren amar, nadie se los impide. Pero si nosotros queremos estar en desacuerdo con los actos homosexuales, tenemos derecho a estar en desacuerdo. Eso no quiere decir que los vayamos a obligar a hacer lo que no quieren hacer. Pero tampoco ustedes nos obliguen a nosotros a pensar como ustedes ni quieran imponernos su ideología.       Bendiciones para todos",0,1,0,0,X
