(3, 5e-05, 8, 0.15, 0.0075): {'perdidaEvaluacion': 0.036332936491817236, 'f1Macro': 0.9829212633904563, 'f1Micro': 0.9826086956521739, 'promedioPrecision': 0.9819697994140185, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 0.9824561403508771, 'precision': 0.9655172413793104, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.027183501912555492}
(3, 5e-05, 32, 0.3, 0.015): {'perdidaEvaluacion': 0.05606063231825829, 'f1Macro': 0.9609517370166457, 'f1Micro': 0.9652173913043478, 'promedioPrecision': 0.9601307189542484, 'promedioRecall': 0.9630407718643013, 'metricasClases': {'Violencia': {'f1': 0.9310344827586207, 'precision': 0.9, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9714285714285714, 'precision': 1.0, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.04260682536377793}
(3, 6e-05, 8, 0.15, 0.0075): {'perdidaEvaluacion': 0.04030110231159549, 'f1Macro': 0.9769901460042306, 'f1Micro': 0.9783549783549783, 'promedioPrecision': 0.9755166217430369, 'promedioRecall': 0.978835978835979, 'metricasClases': {'Violencia': {'f1': 0.9642857142857143, 'precision': 0.9642857142857143, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9807692307692307, 'precision': 0.9622641509433962, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.026198197120013998}
(3, 6e-05, 8, 0.15, 0.015): {'perdidaEvaluacion': 0.047349232297978903, 'f1Macro': 0.9699538967981306, 'f1Micro': 0.9691629955947136, 'promedioPrecision': 0.9838095238095238, 'promedioRecall': 0.956504824151883, 'metricasClases': {'Violencia': {'f1': 0.9818181818181818, 'precision': 1.0, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9577464788732394, 'precision': 0.9714285714285714, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9702970297029703, 'precision': 0.98, 'recall': 0.9607843137254902}}, 'perdidaEntrenamiento': 0.028848805104890667}
(3, 6e-05, 8, 0.3, 0.0075): {'perdidaEvaluacion': 0.03972361405919257, 'f1Macro': 0.9794321484462328, 'f1Micro': 0.9741379310344828, 'promedioPrecision': 0.9753086419753086, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9523809523809523, 'precision': 0.9259259259259259, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.028708165311124696}
(3, 6e-05, 8, 0.3, 0.015): {'perdidaEvaluacion': 0.022366051439588006, 'f1Macro': 0.9805746654909931, 'f1Micro': 0.9827586206896551, 'promedioPrecision': 0.9713675213675214, 'promedioRecall': 0.9907407407407408, 'metricasClases': {'Violencia': {'f1': 0.9655172413793104, 'precision': 0.9333333333333333, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9902912621359223, 'precision': 0.9807692307692307, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.02967541831437929}
(3, 6e-05, 16, 0.15, 0.0075): {'perdidaEvaluacion': 0.06331929415464402, 'f1Macro': 0.952397231284145, 'f1Micro': 0.9565217391304348, 'promedioPrecision': 0.9538461538461539, 'promedioRecall': 0.9511360099595394, 'metricasClases': {'Violencia': {'f1': 0.9285714285714286, 'precision': 0.9285714285714286, 'recall': 0.9285714285714286}, 'Homofobia': {'f1': 0.9577464788732394, 'precision': 0.9714285714285714, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.970873786407767, 'precision': 0.9615384615384616, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.02582148364949155}
(3, 6e-05, 16, 0.15, 0.015): {'perdidaEvaluacion': 0.04790428690612316, 'f1Macro': 0.9768644547020687, 'f1Micro': 0.9781659388646288, 'promedioPrecision': 0.9815592903828199, 'promedioRecall': 0.9723000311235604, 'metricasClases': {'Violencia': {'f1': 0.9642857142857143, 'precision': 0.9642857142857143, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.02997095489956112}
(3, 6e-05, 16, 0.3, 0.0075): {'perdidaEvaluacion': 0.03676539035513997, 'f1Macro': 0.9887692166068306, 'f1Micro': 0.9868995633187773, 'promedioPrecision': 0.9934640522875817, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.0308309129932784}
(3, 6e-05, 16, 0.3, 0.015): {'perdidaEvaluacion': 0.07743225526064634, 'f1Macro': 0.9578295012795218, 'f1Micro': 0.9565217391304348, 'promedioPrecision': 0.9593406593406594, 'promedioRecall': 0.956504824151883, 'metricasClases': {'Violencia': {'f1': 0.9642857142857143, 'precision': 0.9642857142857143, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9577464788732394, 'precision': 0.9714285714285714, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9514563106796117, 'precision': 0.9423076923076923, 'recall': 0.9607843137254902}}, 'perdidaEntrenamiento': 0.03607839997486764}
(3, 6e-05, 32, 0.15, 0.0075): {'perdidaEvaluacion': 0.05014673694968223, 'f1Macro': 0.9688626907073509, 'f1Micro': 0.9694323144104804, 'promedioPrecision': 0.9752747252747254, 'promedioRecall': 0.9630407718643013, 'metricasClases': {'Violencia': {'f1': 0.9642857142857143, 'precision': 0.9642857142857143, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9714285714285714, 'precision': 1.0, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.970873786407767, 'precision': 0.9615384615384616, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.039376628237761675}
(3, 6e-05, 32, 0.15, 0.015): {'perdidaEvaluacion': 0.03967643938958645, 'f1Macro': 0.977404295051354, 'f1Micro': 0.9736842105263158, 'promedioPrecision': 0.9869281045751634, 'promedioRecall': 0.9684095860566448, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9714285714285714, 'precision': 1.0, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9607843137254902, 'precision': 0.9607843137254902, 'recall': 0.9607843137254902}}, 'perdidaEntrenamiento': 0.03783181635662913}
(3, 6e-05, 32, 0.3, 0.0075): {'perdidaEvaluacion': 0.0533444982022047, 'f1Macro': 0.9665220744168113, 'f1Micro': 0.9696969696969697, 'promedioPrecision': 0.9644328779006722, 'promedioRecall': 0.9695767195767195, 'metricasClases': {'Violencia': {'f1': 0.9473684210526315, 'precision': 0.9310344827586207, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9714285714285714, 'precision': 1.0, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9807692307692307, 'precision': 0.9622641509433962, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.04584618461214834}
(3, 6e-05, 32, 0.3, 0.015): {'perdidaEvaluacion': 0.037591234967112544, 'f1Macro': 0.9801000723814837, 'f1Micro': 0.9824561403508771, 'promedioPrecision': 0.9880952380952381, 'promedioRecall': 0.9723000311235604, 'metricasClases': {'Violencia': {'f1': 0.9642857142857143, 'precision': 0.9642857142857143, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9900990099009901, 'precision': 1.0, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.03839443621802188}
(3, 7e-05, 8, 0.15, 0.0075): {'perdidaEvaluacion': 0.04956443414190098, 'f1Macro': 0.9768644547020687, 'f1Micro': 0.9781659388646288, 'promedioPrecision': 0.9815592903828199, 'promedioRecall': 0.9723000311235604, 'metricasClases': {'Violencia': {'f1': 0.9642857142857143, 'precision': 0.9642857142857143, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.026274790497593195}
(3, 7e-05, 8, 0.15, 0.015): {'perdidaEvaluacion': 0.44050293062862594, 'f1Macro': 0.41189900617781355, 'f1Micro': 0.4583333333333333, 'promedioPrecision': 0.38626126126126126, 'promedioRecall': 0.44708994708994715, 'metricasClases': {'Violencia': {'f1': 0.4411764705882353, 'precision': 0.375, 'recall': 0.5357142857142857}, 'Homofobia': {'f1': 0.7945205479452054, 'precision': 0.7837837837837838, 'recall': 0.8055555555555556}, 'Xenofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}}, 'perdidaEntrenamiento': 0.5256711607316575}
(3, 7e-05, 8, 0.3, 0.0075): {'perdidaEvaluacion': 0.056312206348306255, 'f1Macro': 0.9682343546421217, 'f1Micro': 0.9649122807017544, 'promedioPrecision': 0.9807692307692308, 'promedioRecall': 0.956504824151883, 'metricasClases': {'Violencia': {'f1': 0.9818181818181818, 'precision': 1.0, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9714285714285714, 'precision': 1.0, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9514563106796117, 'precision': 0.9423076923076923, 'recall': 0.9607843137254902}}, 'perdidaEntrenamiento': 0.02838201638296306}
(3, 7e-05, 8, 0.3, 0.015): {'perdidaEvaluacion': 0.048188650735506884, 'f1Macro': 0.963430420711974, 'f1Micro': 0.9694323144104804, 'promedioPrecision': 0.9697802197802198, 'promedioRecall': 0.9576719576719577, 'metricasClases': {'Violencia': {'f1': 0.9285714285714286, 'precision': 0.9285714285714286, 'recall': 0.9285714285714286}, 'Homofobia': {'f1': 0.9714285714285714, 'precision': 1.0, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9902912621359223, 'precision': 0.9807692307692307, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.03693590311433719}
(3, 7e-05, 16, 0.15, 0.0075): {'perdidaEvaluacion': 0.0513008619658649, 'f1Macro': 0.9695377500030998, 'f1Micro': 0.9699570815450643, 'promedioPrecision': 0.9556980056980057, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 0.9655172413793104, 'precision': 0.9333333333333333, 'recall': 1.0}, 'Homofobia': {'f1': 0.9722222222222222, 'precision': 0.9722222222222222, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.970873786407767, 'precision': 0.9615384615384616, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.029743370655701457}
(3, 7e-05, 16, 0.15, 0.015): {'perdidaEvaluacion': 0.056324603781104085, 'f1Macro': 0.9768644547020687, 'f1Micro': 0.9781659388646288, 'promedioPrecision': 0.9815592903828199, 'promedioRecall': 0.9723000311235604, 'metricasClases': {'Violencia': {'f1': 0.9642857142857143, 'precision': 0.9642857142857143, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.026389906622573317}
(3, 7e-05, 16, 0.3, 0.0075): {'perdidaEvaluacion': 0.03541288278065622, 'f1Macro': 0.9887692166068306, 'f1Micro': 0.9868995633187773, 'promedioPrecision': 0.9934640522875817, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.03276644728380252}
(3, 7e-05, 16, 0.3, 0.015): {'perdidaEvaluacion': 0.07039690758101642, 'f1Macro': 0.9575273654221023, 'f1Micro': 0.9613733905579399, 'promedioPrecision': 0.9459143593821538, 'promedioRecall': 0.9695767195767195, 'metricasClases': {'Violencia': {'f1': 0.9473684210526315, 'precision': 0.9310344827586207, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9444444444444444, 'precision': 0.9444444444444444, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9807692307692307, 'precision': 0.9622641509433962, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.03157071331961162}
(3, 7e-05, 32, 0.15, 0.0075): {'perdidaEvaluacion': 0.047543711960315704, 'f1Macro': 0.9642242862057103, 'f1Micro': 0.9696969696969697, 'promedioPrecision': 0.9589812936668921, 'promedioRecall': 0.9696545284780579, 'metricasClases': {'Violencia': {'f1': 0.9122807017543859, 'precision': 0.896551724137931, 'recall': 0.9285714285714286}, 'Homofobia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.035077280298407586}
(3, 7e-05, 32, 0.15, 0.015): {'perdidaEvaluacion': 0.03796951584517956, 'f1Macro': 0.9718200640644578, 'f1Micro': 0.9741379310344828, 'promedioPrecision': 0.9612059877714527, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 0.9491525423728814, 'precision': 0.9032258064516129, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.03161798952709115}
(3, 7e-05, 32, 0.3, 0.0075): {'perdidaEvaluacion': 0.04645395763218403, 'f1Macro': 0.9720354808590103, 'f1Micro': 0.9736842105263158, 'promedioPrecision': 0.9815592903828199, 'promedioRecall': 0.9630407718643013, 'metricasClases': {'Violencia': {'f1': 0.9642857142857143, 'precision': 0.9642857142857143, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 0.9714285714285714, 'precision': 1.0, 'recall': 0.9444444444444444}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.03750505588860029}
(3, 7e-05, 32, 0.3, 0.015): {'perdidaEvaluacion': 0.03227076083421707, 'f1Macro': 0.9920689183645562, 'f1Micro': 0.991304347826087, 'promedioPrecision': 0.9935897435897436, 'promedioRecall': 0.9907407407407408, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9902912621359223, 'precision': 0.9807692307692307, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.036501566199437965}
(4, 5e-05, 8, 0.15, 0.0075): {'perdidaEvaluacion': 0.020218583019940478, 'f1Macro': 0.9953051643192489, 'f1Micro': 0.9956331877729258, 'promedioPrecision': 1.0, 'promedioRecall': 0.9907407407407408, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.011980105302318841}
(4, 5e-05, 8, 0.15, 0.015): {'perdidaEvaluacion': 0.029247544191189502, 'f1Macro': 0.9811188811188812, 'f1Micro': 0.9783549783549783, 'promedioPrecision': 0.9811320754716982, 'promedioRecall': 0.9815592903828199, 'metricasClases': {'Violencia': {'f1': 0.9818181818181818, 'precision': 1.0, 'recall': 0.9642857142857143}, 'Homofobia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Xenofobia': {'f1': 0.9615384615384616, 'precision': 0.9433962264150944, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.011099006428728362}
(4, 5e-05, 8, 0.3, 0.0075): {'perdidaEvaluacion': 0.040517886107983556, 'f1Macro': 0.9875044947860482, 'f1Micro': 0.987012987012987, 'promedioPrecision': 0.9843304843304844, 'promedioRecall': 0.9907407407407408, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9722222222222222, 'precision': 0.9722222222222222, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9902912621359223, 'precision': 0.9807692307692307, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.014419520606817417}
(4, 5e-05, 8, 0.3, 0.015): {'perdidaEvaluacion': 0.03779055558047012, 'f1Macro': 0.9855964264551712, 'f1Micro': 0.9826086956521739, 'promedioPrecision': 0.9871794871794872, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.970873786407767, 'precision': 0.9615384615384616, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.013386759951068793}
(4, 5e-05, 16, 0.15, 0.0075): {'perdidaEvaluacion': 0.03324417467229068, 'f1Macro': 0.9795562210038646, 'f1Micro': 0.9781659388646288, 'promedioPrecision': 0.9818390804597702, 'promedioRecall': 0.9776688453159043, 'metricasClases': {'Violencia': {'f1': 0.9824561403508771, 'precision': 0.9655172413793104, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9702970297029703, 'precision': 0.98, 'recall': 0.9607843137254902}}, 'perdidaEntrenamiento': 0.012877514307568986}
(4, 5e-05, 16, 0.15, 0.015): {'perdidaEvaluacion': 0.023321005050092936, 'f1Macro': 0.9887692166068306, 'f1Micro': 0.9868995633187773, 'promedioPrecision': 0.9934640522875817, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.015176385737569683}
(4, 5e-05, 16, 0.3, 0.0075): {'perdidaEvaluacion': 0.03060606778599322, 'f1Macro': 0.9829212633904563, 'f1Micro': 0.9826086956521739, 'promedioPrecision': 0.9819697994140185, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 0.9824561403508771, 'precision': 0.9655172413793104, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.01641250436242477}
(4, 5e-05, 16, 0.3, 0.015): {'perdidaEvaluacion': 0.027449650270864368, 'f1Macro': 0.9888949079089925, 'f1Micro': 0.987012987012987, 'promedioPrecision': 0.9874213836477987, 'promedioRecall': 0.9907407407407408, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9807692307692307, 'precision': 0.9622641509433962, 'recall': 1.0}}, 'perdidaEntrenamiento': 0.016437175871054845}
(4, 5e-05, 32, 0.15, 0.0075): {'perdidaEvaluacion': 0.04119685590267182, 'f1Macro': 0.9887692166068306, 'f1Micro': 0.9868995633187773, 'promedioPrecision': 0.9934640522875817, 'promedioRecall': 0.9842047930283225, 'metricasClases': {'Violencia': {'f1': 1.0, 'precision': 1.0, 'recall': 1.0}, 'Homofobia': {'f1': 0.9859154929577465, 'precision': 1.0, 'recall': 0.9722222222222222}, 'Xenofobia': {'f1': 0.9803921568627451, 'precision': 0.9803921568627451, 'recall': 0.9803921568627451}}, 'perdidaEntrenamiento': 0.019837454316161927}
