(3, 2e-05, 32, 0.2, 0.005): {'perdidaEvaluacion': 0.5179980397224426, 'f1Macro': 0.19393939393939394, 'f1Micro': 0.26666666666666666, 'promedioPrecision': 0.6666666666666666, 'promedioRecall': 0.11666666666666665, 'metricasClases': {'Violencia': {'f1': 0.18181818181818182, 'precision': 1.0, 'recall': 0.1}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.4, 'precision': 1.0, 'recall': 0.25}}, 'perdidaEntrenamiento': 0.49377409571951086}
(3, 2e-05, 8, 0.3, 0.005): {'perdidaEvaluacion': 0.32064300278822583, 'f1Macro': 0.7602240896358543, 'f1Micro': 0.7848101265822784, 'promedioPrecision': 0.7643939393939395, 'promedioRecall': 0.7592592592592592, 'metricasClases': {'Violencia': {'f1': 0.6, 'precision': 0.6, 'recall': 0.6}, 'Homofobia': {'f1': 0.8235294117647058, 'precision': 0.875, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8571428571428571, 'precision': 0.8181818181818182, 'recall': 0.9}}, 'perdidaEntrenamiento': 0.21404781395738776}
(3, 2e-05, 8, 0.3, 0.01): {'perdidaEvaluacion': 0.36302126944065094, 'f1Macro': 0.5875338753387535, 'f1Micro': 0.684931506849315, 'promedioPrecision': 0.6920634920634919, 'promedioRecall': 0.5574074074074074, 'metricasClases': {'Violencia': {'f1': 0.6, 'precision': 0.6, 'recall': 0.6}, 'Homofobia': {'f1': 0.3333333333333333, 'precision': 0.6666666666666666, 'recall': 0.2222222222222222}, 'Xenofobia': {'f1': 0.8292682926829268, 'precision': 0.8095238095238095, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.29302853938530793}
(3, 2e-05, 8, 0.3, 0.015): {'perdidaEvaluacion': 0.3297528301676114, 'f1Macro': 0.699080716297359, 'f1Micro': 0.7368421052631579, 'promedioPrecision': 0.7281746031746031, 'promedioRecall': 0.6759259259259259, 'metricasClases': {'Violencia': {'f1': 0.4444444444444444, 'precision': 0.5, 'recall': 0.4}, 'Homofobia': {'f1': 0.8235294117647058, 'precision': 0.875, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8292682926829268, 'precision': 0.8095238095238095, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.2668781780045141}
(3, 2e-05, 16, 0.1, 0.005): {'perdidaEvaluacion': 0.38176454106966656, 'f1Macro': 0.5125338753387534, 'f1Micro': 0.6376811594202898, 'promedioPrecision': 0.6587301587301587, 'promedioRecall': 0.45740740740740743, 'metricasClases': {'Violencia': {'f1': 0.375, 'precision': 0.5, 'recall': 0.3}, 'Homofobia': {'f1': 0.3333333333333333, 'precision': 0.6666666666666666, 'recall': 0.2222222222222222}, 'Xenofobia': {'f1': 0.8292682926829268, 'precision': 0.8095238095238095, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.3407401666045189}
(3, 2e-05, 16, 0.1, 0.01): {'perdidaEvaluacion': 0.37984222173690796, 'f1Macro': 0.5754985754985755, 'f1Micro': 0.6571428571428571, 'promedioPrecision': 0.6973684210526315, 'promedioRecall': 0.5111111111111112, 'metricasClases': {'Violencia': {'f1': 0.4444444444444444, 'precision': 0.5, 'recall': 0.4}, 'Homofobia': {'f1': 0.46153846153846156, 'precision': 0.75, 'recall': 0.3333333333333333}, 'Xenofobia': {'f1': 0.8205128205128205, 'precision': 0.8421052631578947, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.3379450321874835}
(3, 2e-05, 16, 0.1, 0.015): {'perdidaEvaluacion': 0.5055133501688639, 'f1Macro': 0.14251207729468598, 'f1Micro': 0.18181818181818182, 'promedioPrecision': 0.5, 'promedioRecall': 0.08333333333333333, 'metricasClases': {'Violencia': {'f1': 0.16666666666666666, 'precision': 0.5, 'recall': 0.1}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.2608695652173913, 'precision': 1.0, 'recall': 0.15}}, 'perdidaEntrenamiento': 0.48919509622183716}
(3, 2e-05, 16, 0.2, 0.005): {'perdidaEvaluacion': 0.37085338433583576, 'f1Macro': 0.5621794871794872, 'f1Micro': 0.6666666666666666, 'promedioPrecision': 0.7000000000000001, 'promedioRecall': 0.49444444444444446, 'metricasClases': {'Violencia': {'f1': 0.375, 'precision': 0.5, 'recall': 0.3}, 'Homofobia': {'f1': 0.46153846153846156, 'precision': 0.75, 'recall': 0.3333333333333333}, 'Xenofobia': {'f1': 0.85, 'precision': 0.85, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.3350279185582291}
(3, 2e-05, 16, 0.2, 0.01): {'perdidaEvaluacion': 0.3893958528836568, 'f1Macro': 0.561111111111111, 'f1Micro': 0.6666666666666666, 'promedioPrecision': 0.6722222222222222, 'promedioRecall': 0.524074074074074, 'metricasClases': {'Violencia': {'f1': 0.5, 'precision': 0.5, 'recall': 0.5}, 'Homofobia': {'f1': 0.3333333333333333, 'precision': 0.6666666666666666, 'recall': 0.2222222222222222}, 'Xenofobia': {'f1': 0.85, 'precision': 0.85, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.3345638113943013}
(3, 2e-05, 16, 0.2, 0.015): {'perdidaEvaluacion': 0.38206185897191364, 'f1Macro': 0.5754985754985755, 'f1Micro': 0.6571428571428571, 'promedioPrecision': 0.6973684210526315, 'promedioRecall': 0.5111111111111112, 'metricasClases': {'Violencia': {'f1': 0.4444444444444444, 'precision': 0.5, 'recall': 0.4}, 'Homofobia': {'f1': 0.46153846153846156, 'precision': 0.75, 'recall': 0.3333333333333333}, 'Xenofobia': {'f1': 0.8205128205128205, 'precision': 0.8421052631578947, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.35611043734983966}
(3, 2e-05, 16, 0.3, 0.005): {'perdidaEvaluacion': 0.38394009073575336, 'f1Macro': 0.5425925925925926, 'f1Micro': 0.6571428571428571, 'promedioPrecision': 0.6722222222222222, 'promedioRecall': 0.49074074074074076, 'metricasClases': {'Violencia': {'f1': 0.4444444444444444, 'precision': 0.5, 'recall': 0.4}, 'Homofobia': {'f1': 0.3333333333333333, 'precision': 0.6666666666666666, 'recall': 0.2222222222222222}, 'Xenofobia': {'f1': 0.85, 'precision': 0.85, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.34729775109074335}
(3, 2e-05, 16, 0.3, 0.01): {'perdidaEvaluacion': 0.3909275035063426, 'f1Macro': 0.5686274509803922, 'f1Micro': 0.6060606060606061, 'promedioPrecision': 0.6825396825396824, 'promedioRecall': 0.48888888888888893, 'metricasClases': {'Violencia': {'f1': 0.25, 'precision': 0.3333333333333333, 'recall': 0.2}, 'Homofobia': {'f1': 0.75, 'precision': 0.8571428571428571, 'recall': 0.6666666666666666}, 'Xenofobia': {'f1': 0.7058823529411765, 'precision': 0.8571428571428571, 'recall': 0.6}}, 'perdidaEntrenamiento': 0.3899045247923244}
(3, 2e-05, 16, 0.3, 0.015): {'perdidaEvaluacion': 0.40208027760187787, 'f1Macro': 0.5940422322775264, 'f1Micro': 0.6857142857142857, 'promedioPrecision': 0.7238095238095238, 'promedioRecall': 0.5277777777777778, 'metricasClases': {'Violencia': {'f1': 0.47058823529411764, 'precision': 0.5714285714285714, 'recall': 0.4}, 'Homofobia': {'f1': 0.46153846153846156, 'precision': 0.75, 'recall': 0.3333333333333333}, 'Xenofobia': {'f1': 0.85, 'precision': 0.85, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.3526905212890018}
(3, 2e-05, 32, 0.1, 0.005): {'perdidaEvaluacion': 0.48321913182735443, 'f1Macro': 0.25925925925925924, 'f1Micro': 0.3333333333333333, 'promedioPrecision': 0.6190476190476191, 'promedioRecall': 0.16666666666666666, 'metricasClases': {'Violencia': {'f1': 0.3333333333333333, 'precision': 1.0, 'recall': 0.2}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.4444444444444444, 'precision': 0.8571428571428571, 'recall': 0.3}}, 'perdidaEntrenamiento': 0.4745593572204763}
(3, 2e-05, 32, 0.1, 0.01): {'perdidaEvaluacion': 0.5171225368976593, 'f1Macro': 0.1717171717171717, 'f1Micro': 0.22727272727272727, 'promedioPrecision': 0.6666666666666666, 'promedioRecall': 0.10000000000000002, 'metricasClases': {'Violencia': {'f1': 0.18181818181818182, 'precision': 1.0, 'recall': 0.1}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.3333333333333333, 'precision': 1.0, 'recall': 0.2}}, 'perdidaEntrenamiento': 0.4818978241898797}
(3, 2e-05, 32, 0.1, 0.015): {'perdidaEvaluacion': 0.5136211216449738, 'f1Macro': 0.25925925925925924, 'f1Micro': 0.3333333333333333, 'promedioPrecision': 0.6190476190476191, 'promedioRecall': 0.16666666666666666, 'metricasClases': {'Violencia': {'f1': 0.3333333333333333, 'precision': 1.0, 'recall': 0.2}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.4444444444444444, 'precision': 0.8571428571428571, 'recall': 0.3}}, 'perdidaEntrenamiento': 0.487317139452154}
(3, 2e-05, 32, 0.2, 0.005): {'perdidaEvaluacion': 0.5179980397224426, 'f1Macro': 0.19393939393939394, 'f1Micro': 0.26666666666666666, 'promedioPrecision': 0.6666666666666666, 'promedioRecall': 0.11666666666666665, 'metricasClases': {'Violencia': {'f1': 0.18181818181818182, 'precision': 1.0, 'recall': 0.1}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.4, 'precision': 1.0, 'recall': 0.25}}, 'perdidaEntrenamiento': 0.49377409571951086}
(3, 2e-05, 32, 0.2, 0.01): {'perdidaEvaluacion': 0.4858868420124054, 'f1Macro': 0.19393939393939394, 'f1Micro': 0.26666666666666666, 'promedioPrecision': 0.6666666666666666, 'promedioRecall': 0.11666666666666665, 'metricasClases': {'Violencia': {'f1': 0.18181818181818182, 'precision': 1.0, 'recall': 0.1}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.4, 'precision': 1.0, 'recall': 0.25}}, 'perdidaEntrenamiento': 0.4802647680044174}
(3, 2e-05, 32, 0.2, 0.015): {'perdidaEvaluacion': 0.5005231350660324, 'f1Macro': 0.19393939393939394, 'f1Micro': 0.26666666666666666, 'promedioPrecision': 0.6666666666666666, 'promedioRecall': 0.11666666666666665, 'metricasClases': {'Violencia': {'f1': 0.18181818181818182, 'precision': 1.0, 'recall': 0.1}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.4, 'precision': 1.0, 'recall': 0.25}}, 'perdidaEntrenamiento': 0.4777091998945583}
(3, 2e-05, 32, 0.3, 0.005): {'perdidaEvaluacion': 0.49603353440761566, 'f1Macro': 0.20875420875420878, 'f1Micro': 0.2978723404255319, 'promedioPrecision': 0.6190476190476191, 'promedioRecall': 0.13333333333333333, 'metricasClases': {'Violencia': {'f1': 0.18181818181818182, 'precision': 1.0, 'recall': 0.1}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.4444444444444444, 'precision': 0.8571428571428571, 'recall': 0.3}}, 'perdidaEntrenamiento': 0.4794529757716439}
(3, 2e-05, 32, 0.3, 0.01): {'perdidaEvaluacion': 0.49487245082855225, 'f1Macro': 0.2272727272727273, 'f1Micro': 0.3333333333333333, 'promedioPrecision': 0.625, 'promedioRecall': 0.15, 'metricasClases': {'Violencia': {'f1': 0.18181818181818182, 'precision': 1.0, 'recall': 0.1}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.5, 'precision': 0.875, 'recall': 0.35}}, 'perdidaEntrenamiento': 0.4859048900279132}
(3, 2e-05, 32, 0.3, 0.015): {'perdidaEvaluacion': 0.5589086413383484, 'f1Macro': 0.0, 'f1Micro': 0.0, 'promedioPrecision': 0.0, 'promedioRecall': 0.0, 'metricasClases': {'Violencia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Homofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}, 'Xenofobia': {'f1': 0.0, 'precision': 0.0, 'recall': 0.0}}, 'perdidaEntrenamiento': 0.5230183655565436}
(3, 3.5e-05, 8, 0.1, 0.005): {'perdidaEvaluacion': 0.3060190404454867, 'f1Macro': 0.7904383198500845, 'f1Micro': 0.7948717948717948, 'promedioPrecision': 0.7945906432748537, 'promedioRecall': 0.7925925925925927, 'metricasClases': {'Violencia': {'f1': 0.7272727272727273, 'precision': 0.6666666666666666, 'recall': 0.8}, 'Homofobia': {'f1': 0.8235294117647058, 'precision': 0.875, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8205128205128205, 'precision': 0.8421052631578947, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.16463329041884703}
(3, 3.5e-05, 8, 0.1, 0.01): {'perdidaEvaluacion': 0.3486491839090983, 'f1Macro': 0.685930735930736, 'f1Micro': 0.7368421052631579, 'promedioPrecision': 0.7444444444444445, 'promedioRecall': 0.6648148148148149, 'metricasClases': {'Violencia': {'f1': 0.6363636363636364, 'precision': 0.5833333333333334, 'recall': 0.7}, 'Homofobia': {'f1': 0.5714285714285714, 'precision': 0.8, 'recall': 0.4444444444444444}, 'Xenofobia': {'f1': 0.85, 'precision': 0.85, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.227882591414858}
(3, 3.5e-05, 8, 0.1, 0.015): {'perdidaEvaluacion': 0.3283488129576047, 'f1Macro': 0.7745098039215685, 'f1Micro': 0.7792207792207793, 'promedioPrecision': 0.7916666666666666, 'promedioRecall': 0.7592592592592592, 'metricasClases': {'Violencia': {'f1': 0.7, 'precision': 0.7, 'recall': 0.7}, 'Homofobia': {'f1': 0.8235294117647058, 'precision': 0.875, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8, 'precision': 0.8, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.19646285982294517}
(3, 3.5e-05, 8, 0.2, 0.005): {'perdidaEvaluacion': 0.3160218720634778, 'f1Macro': 0.7735042735042734, 'f1Micro': 0.7837837837837838, 'promedioPrecision': 0.8473684210526317, 'promedioRecall': 0.7222222222222223, 'metricasClases': {'Violencia': {'f1': 0.7, 'precision': 0.7, 'recall': 0.7}, 'Homofobia': {'f1': 0.8, 'precision': 1.0, 'recall': 0.6666666666666666}, 'Xenofobia': {'f1': 0.8205128205128205, 'precision': 0.8421052631578947, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.16866401642222295}
(3, 3.5e-05, 8, 0.2, 0.01): {'perdidaEvaluacion': 0.3177568738659223, 'f1Macro': 0.7802676626206039, 'f1Micro': 0.8051948051948052, 'promedioPrecision': 0.8143939393939394, 'promedioRecall': 0.7555555555555555, 'metricasClases': {'Violencia': {'f1': 0.7777777777777778, 'precision': 0.875, 'recall': 0.7}, 'Homofobia': {'f1': 0.7058823529411765, 'precision': 0.75, 'recall': 0.6666666666666666}, 'Xenofobia': {'f1': 0.8571428571428571, 'precision': 0.8181818181818182, 'recall': 0.9}}, 'perdidaEntrenamiento': 0.1728325144557113}
(3, 3.5e-05, 8, 0.2, 0.015): {'perdidaEvaluacion': 0.3078603968024254, 'f1Macro': 0.7602240896358543, 'f1Micro': 0.7848101265822784, 'promedioPrecision': 0.7643939393939395, 'promedioRecall': 0.7592592592592592, 'metricasClases': {'Violencia': {'f1': 0.6, 'precision': 0.6, 'recall': 0.6}, 'Homofobia': {'f1': 0.8235294117647058, 'precision': 0.875, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8571428571428571, 'precision': 0.8181818181818182, 'recall': 0.9}}, 'perdidaEntrenamiento': 0.18586464768106287}
(3, 3.5e-05, 8, 0.3, 0.005): {'perdidaEvaluacion': 0.3679143562912941, 'f1Macro': 0.7263616557734206, 'f1Micro': 0.7466666666666667, 'promedioPrecision': 0.7666666666666666, 'promedioRecall': 0.6925925925925925, 'metricasClases': {'Violencia': {'f1': 0.5555555555555556, 'precision': 0.625, 'recall': 0.5}, 'Homofobia': {'f1': 0.8235294117647058, 'precision': 0.875, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8, 'precision': 0.8, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.18632879793982615}
(3, 3.5e-05, 8, 0.3, 0.01): {'perdidaEvaluacion': 0.3342569023370743, 'f1Macro': 0.7772921522921523, 'f1Micro': 0.7792207792207793, 'promedioPrecision': 0.8084795321637427, 'promedioRecall': 0.7592592592592592, 'metricasClases': {'Violencia': {'f1': 0.6363636363636364, 'precision': 0.5833333333333334, 'recall': 0.7}, 'Homofobia': {'f1': 0.875, 'precision': 1.0, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8205128205128205, 'precision': 0.8421052631578947, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.17848813703114336}
(3, 3.5e-05, 8, 0.3, 0.015): {'perdidaEvaluacion': 0.31474530572692555, 'f1Macro': 0.7432898485530064, 'f1Micro': 0.7631578947368421, 'promedioPrecision': 0.7621832358674464, 'promedioRecall': 0.725925925925926, 'metricasClases': {'Violencia': {'f1': 0.631578947368421, 'precision': 0.6666666666666666, 'recall': 0.6}, 'Homofobia': {'f1': 0.7777777777777778, 'precision': 0.7777777777777778, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8205128205128205, 'precision': 0.8421052631578947, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.16570151296698235}
(3, 3.5e-05, 16, 0.1, 0.005): {'perdidaEvaluacion': 0.3192152678966522, 'f1Macro': 0.7384015594541911, 'f1Micro': 0.7532467532467533, 'promedioPrecision': 0.7481481481481481, 'promedioRecall': 0.7296296296296297, 'metricasClases': {'Violencia': {'f1': 0.5263157894736842, 'precision': 0.5555555555555556, 'recall': 0.5}, 'Homofobia': {'f1': 0.8888888888888888, 'precision': 0.8888888888888888, 'recall': 0.8888888888888888}, 'Xenofobia': {'f1': 0.8, 'precision': 0.8, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.2490486970002001}
(3, 3.5e-05, 16, 0.1, 0.01): {'perdidaEvaluacion': 0.32426833113034564, 'f1Macro': 0.73328173374613, 'f1Micro': 0.7631578947368421, 'promedioPrecision': 0.7601851851851852, 'promedioRecall': 0.7092592592592593, 'metricasClases': {'Violencia': {'f1': 0.5263157894736842, 'precision': 0.5555555555555556, 'recall': 0.5}, 'Homofobia': {'f1': 0.8235294117647058, 'precision': 0.875, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.85, 'precision': 0.85, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.2488348429853266}
(3, 3.5e-05, 16, 0.1, 0.015): {'perdidaEvaluacion': 0.3690812687079112, 'f1Macro': 0.6423375511950608, 'f1Micro': 0.7027027027027027, 'promedioPrecision': 0.7216931216931218, 'promedioRecall': 0.5981481481481481, 'metricasClases': {'Violencia': {'f1': 0.5263157894736842, 'precision': 0.5555555555555556, 'recall': 0.5}, 'Homofobia': {'f1': 0.5714285714285714, 'precision': 0.8, 'recall': 0.4444444444444444}, 'Xenofobia': {'f1': 0.8292682926829268, 'precision': 0.8095238095238095, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.26554920117963443}
(3, 3.5e-05, 16, 0.2, 0.005): {'perdidaEvaluacion': 0.37235701084136963, 'f1Macro': 0.6329042457091237, 'f1Micro': 0.6933333333333334, 'promedioPrecision': 0.6746031746031745, 'promedioRecall': 0.6018518518518519, 'metricasClases': {'Violencia': {'f1': 0.4444444444444444, 'precision': 0.5, 'recall': 0.4}, 'Homofobia': {'f1': 0.625, 'precision': 0.7142857142857143, 'recall': 0.5555555555555556}, 'Xenofobia': {'f1': 0.8292682926829268, 'precision': 0.8095238095238095, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.3385665616528554}
(3, 3.5e-05, 16, 0.2, 0.01): {'perdidaEvaluacion': 0.3101461927096049, 'f1Macro': 0.7393857271906051, 'f1Micro': 0.7733333333333333, 'promedioPrecision': 0.7883597883597883, 'promedioRecall': 0.7129629629629629, 'metricasClases': {'Violencia': {'f1': 0.5, 'precision': 0.6666666666666666, 'recall': 0.4}, 'Homofobia': {'f1': 0.8888888888888888, 'precision': 0.8888888888888888, 'recall': 0.8888888888888888}, 'Xenofobia': {'f1': 0.8292682926829268, 'precision': 0.8095238095238095, 'recall': 0.85}}, 'perdidaEntrenamiento': 0.22930278798395937}
(3, 3.5e-05, 16, 0.2, 0.015): {'perdidaEvaluacion': 0.3188733259836833, 'f1Macro': 0.7480140774258421, 'f1Micro': 0.7631578947368421, 'promedioPrecision': 0.7723684210526316, 'promedioRecall': 0.725925925925926, 'metricasClases': {'Violencia': {'f1': 0.6, 'precision': 0.6, 'recall': 0.6}, 'Homofobia': {'f1': 0.8235294117647058, 'precision': 0.875, 'recall': 0.7777777777777778}, 'Xenofobia': {'f1': 0.8205128205128205, 'precision': 0.8421052631578947, 'recall': 0.8}}, 'perdidaEntrenamiento': 0.2377400151030584}
